especie,raza,edad,ayuno,peso[kg],enfermedad1,enfermedad2,enfermedad3,enfermedad4,tipo_de_muestra,recipiente_1,recipiente_2,recipiente_3,cantidad[ml]o[gr],temperatura[Cel],tiempo_conservacion[h],condicion especial
perro,mestizo,10,no,"3,2",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,3,no,"7,8",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,5,no,"9,4",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,2,no,"7,7",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,5,no,"7,6",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,11,no,7,distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,9,no,"9,6",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,11,no,"2,2",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,9,no,11,distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,10,no,"5,5",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,6,no,"2,6",distemper,nada,nada,nada,virus,tubo_eppendorf,nada,nada,3,4-6,24,"frio y oscuridad, proteger de la luz"
perro,mestizo,4,no,"7,8",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,8,no,"5,3",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,7,no,"2,4",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,12,no,"2,4",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,4,no,"12,2",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,13,no,"9,1",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,11,no,"11,2",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,12,no,"6,2",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,9,no,"2,5",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,3,no,"9,8",parvovirus,nada,nada,nada,virus,tubo_eppendorf,nada,nada,"0,7",4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,8,no,"7,5",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,4,no,"9,8",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,8,no,"5,5",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,3,no,"9,3",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,9,no,"3,2",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,9,no,"2,3",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,9,no,"6,2",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,9,no,"9,8",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,14,no,"12,5",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,1,no,"12,4",Diarrea,nada,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_corto,5,no,2,Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_corto,8,no,"10,3",Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_corto,11,no,"8,3",Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_corto,14,no,13,Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_corto,14,no,12,Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_largo,5,no,"11,4",Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_largo,5,no,4,Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_largo,8,no,"12,6",Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_largo,7,no,"8,5",Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
gato,p_largo,7,no,"7,7",Diarrea,parasitos,nada,nada,Coproparasitario,frasco_tapa_roja,nada,nada,"0,5",4-6,8,"Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en frasco y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,14,no,"13,3",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,11,no,"11,4",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,2,no,"10,9",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,3,no,1,Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,9,no,"3,4",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,9,no,"11,1",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,2,no,"3,7",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,2,no,14,Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,11,no,"8,4",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
perro,mestizo,11,no,"11,4",Giardia,diarrea,lombrices,nada,coproparasito_canino,frasco_tapa_roja,nada,nada,3,4-6,24,"Para hisopato transrectal: humedecer el hisopo con suero fisiologico, luego tomar la muestra vía transrectal, depositar en el tubo y taparlo, frio y oscuridad. Para heces frescas: Recoger heces que no hayan entrado en contacto con el suelo u otras superficies, colocar en tubo eppendorf y taparlo, conservandolo en frio y oscuridad."
